,currently.apparentTemperature,currently.cloudCover,currently.dewPoint,currently.humidity,currently.icon,currently.precipType,currently.pressure,currently.summary,currently.temperature,currently.time,currently.uvIndex,currently.visibility,currently.windBearing,currently.windSpeed,daily.data,latitude,longitude,offset,timezone
335,26.8,,12.3,0.41,clear-day,rain,1016.71,Clear,26.8,1449068400,,,90.0,20.54,"[{'time': 1449025200, 'summary': 'Clear throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1449045932, 'sunsetTime': 1449097430, 'moonPhase': 0.74, 'dewPoint': 12.69, 'humidity': 0.56, 'pressure': 1015.69, 'windSpeed': 15, 'windBearing': 76, 'uvIndex': 8, 'uvIndexTime': 1449079200, 'temperatureMin': 16.71, 'temperatureMinTime': 1449046800, 'temperatureMax': 29.02, 'temperatureMaxTime': 1449079200, 'apparentTemperatureMin': 16.71, 'apparentTemperatureMinTime': 1449046800, 'apparentTemperatureMax': 29.02, 'apparentTemperatureMaxTime': 1449079200}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
336,24.79,0.88,17.3,0.64,cloudy,rain,1012.51,Overcast,24.61,1449154800,6.0,,0.0,11.16,"[{'time': 1449111600, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'partly-cloudy-day', 'sunriseTime': 1449132326, 'sunsetTime': 1449183883, 'moonPhase': 0.77, 'dewPoint': 16.08, 'humidity': 0.69, 'pressure': 1011.51, 'windSpeed': 11.96, 'windBearing': 48, 'cloudCover': 0.53, 'uvIndex': 6, 'uvIndexTime': 1449165600, 'temperatureMin': 16.91, 'temperatureMinTime': 1449133200, 'temperatureMax': 28.02, 'temperatureMaxTime': 1449176400, 'apparentTemperatureMin': 16.97, 'apparentTemperatureMinTime': 1449133200, 'apparentTemperatureMax': 28.25, 'apparentTemperatureMaxTime': 1449176400}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
337,26.45,0.13,15.7,0.52,partly-cloudy-day,rain,1009.4,Partly Cloudy,26.4,1449241200,10.0,,200.0,24.13,"[{'time': 1449198000, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1449218722, 'sunsetTime': 1449270334, 'moonPhase': 0.8, 'dewPoint': 16.3, 'humidity': 0.7, 'pressure': 1009.38, 'windSpeed': 13.6, 'windBearing': 190, 'uvIndex': 10, 'uvIndexTime': 1449241200, 'temperatureMin': 17.61, 'temperatureMinTime': 1449219600, 'temperatureMax': 28.4, 'temperatureMaxTime': 1449262800, 'apparentTemperatureMin': 17.77, 'apparentTemperatureMinTime': 1449219600, 'apparentTemperatureMax': 28.54, 'apparentTemperatureMaxTime': 1449252000}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
338,24.0,,13.7,0.53,clear-day,rain,1017.6,Clear,24.0,1449327600,,,161.0,22.34,"[{'time': 1449284400, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1449305119, 'sunsetTime': 1449356785, 'moonPhase': 0.83, 'dewPoint': 13.64, 'humidity': 0.65, 'pressure': 1015.74, 'windSpeed': 16.08, 'windBearing': 171, 'uvIndex': 8, 'uvIndexTime': 1449338400, 'temperatureMin': 16.11, 'temperatureMinTime': 1449370800, 'temperatureMax': 25.12, 'temperatureMaxTime': 1449338400, 'apparentTemperatureMin': 16.11, 'apparentTemperatureMinTime': 1449370800, 'apparentTemperatureMax': 25.12, 'apparentTemperatureMaxTime': 1449338400}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
339,21.01,0.13,9.1,0.46,partly-cloudy-day,rain,1018.3,Partly Cloudy,21.01,1449414000,10.0,,110.0,3.61,"[{'time': 1449370800, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1449391519, 'sunsetTime': 1449443235, 'moonPhase': 0.86, 'dewPoint': 8.82, 'humidity': 0.59, 'pressure': 1016.82, 'windSpeed': 11.72, 'windBearing': 101, 'uvIndex': 10, 'uvIndexTime': 1449414000, 'temperatureMin': 10.31, 'temperatureMinTime': 1449392400, 'temperatureMax': 23.9, 'temperatureMaxTime': 1449424800, 'apparentTemperatureMin': 10.31, 'apparentTemperatureMinTime': 1449392400, 'apparentTemperatureMax': 23.9, 'apparentTemperatureMaxTime': 1449424800}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
340,24.0,0.88,8.2,0.36,cloudy,rain,1013.2,Overcast,24.0,1449500400,6.0,,50.0,14.78,"[{'time': 1449457200, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1449477920, 'sunsetTime': 1449529684, 'moonPhase': 0.89, 'dewPoint': 9.36, 'humidity': 0.52, 'pressure': 1011.29, 'windSpeed': 22.01, 'windBearing': 37, 'uvIndex': 6, 'uvIndexTime': 1449500400, 'temperatureMin': 13.21, 'temperatureMinTime': 1449478800, 'temperatureMax': 28.32, 'temperatureMaxTime': 1449511200, 'apparentTemperatureMin': 13.21, 'apparentTemperatureMinTime': 1449478800, 'apparentTemperatureMax': 28.32, 'apparentTemperatureMaxTime': 1449511200}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
341,25.21,0.75,12.1,0.44,partly-cloudy-day,rain,1008.51,Mostly Cloudy,25.21,1449586800,6.0,,140.0,5.41,"[{'time': 1449543600, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'partly-cloudy-day', 'sunriseTime': 1449564323, 'sunsetTime': 1449616132, 'moonPhase': 0.92, 'dewPoint': 13.65, 'humidity': 0.74, 'pressure': 1008.36, 'windSpeed': 15.8, 'windBearing': 35, 'cloudCover': 0.72, 'uvIndex': 6, 'uvIndexTime': 1449586800, 'temperatureMin': 16.41, 'temperatureMinTime': 1449565200, 'temperatureMax': 25.21, 'temperatureMaxTime': 1449586800, 'apparentTemperatureMin': 16.41, 'apparentTemperatureMinTime': 1449565200, 'apparentTemperatureMax': 25.21, 'apparentTemperatureMaxTime': 1449586800}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
342,24.75,0.25,16.9,0.62,partly-cloudy-day,rain,1011.11,Partly Cloudy,24.61,1449673200,10.0,,270.0,14.78,"[{'time': 1449630000, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1449650729, 'sunsetTime': 1449702579, 'moonPhase': 0.95, 'dewPoint': 14.43, 'humidity': 0.72, 'pressure': 1009.77, 'windSpeed': 8.41, 'windBearing': 264, 'uvIndex': 10, 'uvIndexTime': 1449673200, 'temperatureMin': 15.01, 'temperatureMinTime': 1449651600, 'temperatureMax': 28.9, 'temperatureMaxTime': 1449694800, 'apparentTemperatureMin': 15.12, 'apparentTemperatureMinTime': 1449651600, 'apparentTemperatureMax': 28.9, 'apparentTemperatureMaxTime': 1449694800}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
343,30.22,,12.4,0.34,clear-day,rain,1008.3,Clear,30.22,1449759600,,,320.0,16.56,"[{'time': 1449716400, 'summary': 'Clear throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1449737136, 'sunsetTime': 1449789025, 'moonPhase': 0.99, 'dewPoint': 13.38, 'humidity': 0.59, 'pressure': 1007.61, 'windSpeed': 9.92, 'windBearing': 295, 'uvIndex': 0, 'uvIndexTime': 1449716400, 'temperatureMin': 15.51, 'temperatureMinTime': 1449738000, 'temperatureMax': 32.41, 'temperatureMaxTime': 1449770400, 'apparentTemperatureMin': 15.51, 'apparentTemperatureMinTime': 1449738000, 'apparentTemperatureMax': 32.41, 'apparentTemperatureMaxTime': 1449770400}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
344,32.41,,10.99,0.27,clear-day,rain,1004.39,Clear,32.41,1449846000,,,320.0,22.34,,-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
345,27.81,1.0,18.7,0.62,cloudy,rain,1006.6,Overcast,26.7,1449932400,5.0,,0.0,7.54,"[{'time': 1449889200, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1449909955, 'sunsetTime': 1449961913, 'moonPhase': 0.05, 'temperatureHigh': 27, 'temperatureHighTime': 1449936000, 'apparentTemperatureHigh': 28.83, 'apparentTemperatureHighTime': 1449936000, 'dewPoint': 17.85, 'humidity': 0.76, 'pressure': 1003.9, 'windSpeed': 12.6, 'windBearing': 337, 'uvIndex': 10, 'uvIndexTime': 1449936000, 'temperatureMin': 16.21, 'temperatureMinTime': 1449975600, 'temperatureMax': 27, 'temperatureMaxTime': 1449936000, 'apparentTemperatureMin': 16.36, 'apparentTemperatureMinTime': 1449975600, 'apparentTemperatureMax': 28.83, 'apparentTemperatureMaxTime': 1449936000}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
346,28.17,,16.8,0.52,clear-day,rain,1004.2,Clear,27.62,1450018800,,,180.0,11.16,"[{'time': 1449975600, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1449996368, 'sunsetTime': 1450048355, 'moonPhase': 0.09, 'dewPoint': 16.06, 'humidity': 0.69, 'pressure': 1003.29, 'windSpeed': 9.25, 'windBearing': 303, 'uvIndex': 4, 'uvIndexTime': 1450008000, 'temperatureMin': 14.01, 'temperatureMinTime': 1449986400, 'temperatureMax': 31.21, 'temperatureMaxTime': 1450040400, 'apparentTemperatureMin': 14.01, 'apparentTemperatureMinTime': 1449986400, 'apparentTemperatureMax': 31.87, 'apparentTemperatureMaxTime': 1450040400}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
347,22.51,1.0,15.4,0.64,cloudy,rain,1007.5,Overcast,22.51,1450105200,5.0,,140.0,12.95,"[{'time': 1450062000, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1450082783, 'sunsetTime': 1450134796, 'moonPhase': 0.12, 'dewPoint': 15.65, 'humidity': 0.69, 'pressure': 1006.89, 'windSpeed': 14.4, 'windBearing': 136, 'uvIndex': 5, 'uvIndexTime': 1450116000, 'temperatureMin': 16.61, 'temperatureMinTime': 1450083600, 'temperatureMax': 26.11, 'temperatureMaxTime': 1450126800, 'apparentTemperatureMin': 16.61, 'apparentTemperatureMinTime': 1450083600, 'apparentTemperatureMax': 26.19, 'apparentTemperatureMaxTime': 1450126800}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
348,24.31,0.63,13.3,0.5,partly-cloudy-day,rain,1018.12,Mostly Cloudy,24.31,1450191600,7.0,,140.0,16.56,"[{'time': 1450148400, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1450169199, 'sunsetTime': 1450221235, 'moonPhase': 0.16, 'dewPoint': 14.94, 'humidity': 0.68, 'pressure': 1015.18, 'windSpeed': 12.32, 'windBearing': 117, 'uvIndex': 7, 'uvIndexTime': 1450191600, 'temperatureMin': 17.21, 'temperatureMinTime': 1450159200, 'temperatureMax': 28.21, 'temperatureMaxTime': 1450213200, 'apparentTemperatureMin': 17.39, 'apparentTemperatureMinTime': 1450159200, 'apparentTemperatureMax': 28.21, 'apparentTemperatureMaxTime': 1450213200}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
349,30.4,0.25,14.9,0.39,partly-cloudy-day,rain,1011.21,Windy and Partly Cloudy,30.4,1450278000,10.0,,20.0,46.42,,-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
350,20.43,1.0,17.0,0.82,cloudy,rain,1006.2,Overcast,20.21,1450364400,5.0,,230.0,14.78,"[{'time': 1450321200, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'partly-cloudy-day', 'sunriseTime': 1450342037, 'sunsetTime': 1450394110, 'moonPhase': 0.23, 'dewPoint': 16.49, 'humidity': 0.77, 'pressure': 1005.48, 'windSpeed': 16.8, 'windBearing': 163, 'cloudCover': 0.64, 'uvIndex': 7, 'uvIndexTime': 1450375200, 'temperatureMin': 17.11, 'temperatureMinTime': 1450342800, 'temperatureMax': 25.71, 'temperatureMaxTime': 1450386000, 'apparentTemperatureMin': 17.29, 'apparentTemperatureMinTime': 1450342800, 'apparentTemperatureMax': 25.87, 'apparentTemperatureMaxTime': 1450386000}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
351,18.51,0.38,4.4,0.39,partly-cloudy-day,rain,1013.59,Partly Cloudy,18.51,1450450800,9.0,,200.0,27.71,"[{'time': 1450407600, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1450428459, 'sunsetTime': 1450480545, 'moonPhase': 0.26, 'dewPoint': 8.08, 'humidity': 0.52, 'pressure': 1012.25, 'windSpeed': 21.04, 'windBearing': 210, 'uvIndex': 9, 'uvIndexTime': 1450450800, 'temperatureMin': 13.61, 'temperatureMinTime': 1450494000, 'temperatureMax': 22.61, 'temperatureMaxTime': 1450461600, 'apparentTemperatureMin': 13.61, 'apparentTemperatureMinTime': 1450494000, 'apparentTemperatureMax': 22.61, 'apparentTemperatureMaxTime': 1450461600}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
352,23.0,,6.39,0.34,clear-day,rain,1018.91,Clear,23.0,1450537200,,,140.0,5.41,"[{'time': 1450494000, 'summary': 'Clear throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1450514883, 'sunsetTime': 1450566979, 'moonPhase': 0.3, 'dewPoint': 7.82, 'humidity': 0.57, 'pressure': 1017.95, 'windSpeed': 7.4, 'windBearing': 122, 'uvIndex': 0, 'uvIndexTime': 1450494000, 'temperatureMin': 8.8, 'temperatureMinTime': 1450515600, 'temperatureMax': 24.5, 'temperatureMaxTime': 1450558800, 'apparentTemperatureMin': 8.8, 'apparentTemperatureMinTime': 1450515600, 'apparentTemperatureMax': 24.5, 'apparentTemperatureMaxTime': 1450558800}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
353,25.41,,9.31,0.36,clear-day,rain,1015.99,Clear,25.41,1450623600,,,0.0,31.68,"[{'time': 1450580400, 'summary': 'Clear throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1450601308, 'sunsetTime': 1450653411, 'moonPhase': 0.34, 'dewPoint': 10.59, 'humidity': 0.57, 'pressure': 1014.73, 'windSpeed': 20, 'windBearing': 29, 'uvIndex': 9, 'uvIndexTime': 1450634400, 'temperatureMin': 11.21, 'temperatureMinTime': 1450602000, 'temperatureMax': 27.8, 'temperatureMaxTime': 1450634400, 'apparentTemperatureMin': 11.21, 'apparentTemperatureMinTime': 1450602000, 'apparentTemperatureMax': 27.8, 'apparentTemperatureMaxTime': 1450634400}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
354,31.5,0.63,19.7,0.55,partly-cloudy-day,rain,1008.11,Mostly Cloudy,29.8,1450710000,7.0,,20.0,22.34,"[{'time': 1450666800, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'partly-cloudy-day', 'sunriseTime': 1450687735, 'sunsetTime': 1450739841, 'moonPhase': 0.37, 'dewPoint': 17.52, 'humidity': 0.72, 'pressure': 1007.29, 'windSpeed': 23.48, 'windBearing': 47, 'cloudCover': 0.69, 'uvIndex': 7, 'uvIndexTime': 1450710000, 'temperatureMin': 18.31, 'temperatureMinTime': 1450677600, 'temperatureMax': 30.1, 'temperatureMaxTime': 1450720800, 'apparentTemperatureMin': 18.31, 'apparentTemperatureMinTime': 1450677600, 'apparentTemperatureMax': 31.83, 'apparentTemperatureMaxTime': 1450720800}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
355,25.34,0.38,19.5,0.72,partly-cloudy-day,rain,1003.3,Partly Cloudy,24.92,1450796400,9.0,,90.0,12.95,"[{'time': 1450753200, 'summary': 'Partly cloudy throughout the day.', 'icon': 'partly-cloudy-day', 'sunriseTime': 1450774164, 'sunsetTime': 1450826270, 'moonPhase': 0.41, 'temperatureHigh': 28.32, 'temperatureHighTime': 1450818000, 'apparentTemperatureHigh': 28.94, 'apparentTemperatureHighTime': 1450818000, 'dewPoint': 18.57, 'humidity': 0.79, 'pressure': 1004.02, 'windSpeed': 15, 'windBearing': 130, 'cloudCover': 0.53, 'uvIndex': 9, 'uvIndexTime': 1450796400, 'temperatureMin': 19.81, 'temperatureMinTime': 1450774800, 'temperatureMax': 28.32, 'temperatureMaxTime': 1450818000, 'apparentTemperatureMin': 20.31, 'apparentTemperatureMinTime': 1450774800, 'apparentTemperatureMax': 28.94, 'apparentTemperatureMaxTime': 1450818000}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
356,20.08,1.0,15.9,0.77,cloudy,rain,1005.69,Overcast,20.01,1450882800,5.0,,50.0,16.56,"[{'time': 1450839600, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1450860594, 'sunsetTime': 1450912698, 'moonPhase': 0.45, 'dewPoint': 18.14, 'humidity': 0.83, 'pressure': 1007.01, 'windSpeed': 11.27, 'windBearing': 311, 'uvIndex': 6, 'uvIndexTime': 1450893600, 'temperatureMin': 19.41, 'temperatureMinTime': 1450926000, 'temperatureMax': 26.3, 'temperatureMaxTime': 1450904400, 'apparentTemperatureMin': 19.69, 'apparentTemperatureMinTime': 1450926000, 'apparentTemperatureMax': 26.63, 'apparentTemperatureMaxTime': 1450904400}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
357,28.07,0.5,17.1,0.53,partly-cloudy-day,rain,1016.09,Mostly Cloudy,27.41,1450969200,8.0,,20.0,14.78,"[{'time': 1450926000, 'summary': 'Partly cloudy throughout the day.', 'icon': 'partly-cloudy-day', 'sunriseTime': 1450947026, 'sunsetTime': 1450999123, 'moonPhase': 0.48, 'dewPoint': 14.9, 'humidity': 0.65, 'pressure': 1013.6, 'windSpeed': 12.6, 'windBearing': 40, 'cloudCover': 0.38, 'uvIndex': 8, 'uvIndexTime': 1450969200, 'temperatureMin': 16.41, 'temperatureMinTime': 1450947600, 'temperatureMax': 29.62, 'temperatureMaxTime': 1450980000, 'apparentTemperatureMin': 16.41, 'apparentTemperatureMinTime': 1450947600, 'apparentTemperatureMax': 29.62, 'apparentTemperatureMaxTime': 1450980000}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
358,30.67,0.5,18.9,0.53,partly-cloudy-day,rain,1014.51,Mostly Cloudy,29.42,1451055600,8.0,,0.0,24.13,"[{'time': 1451012400, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1451033460, 'sunsetTime': 1451085548, 'moonPhase': 0.52, 'dewPoint': 18.1, 'humidity': 0.69, 'pressure': 1013.11, 'windSpeed': 19.72, 'windBearing': 14, 'uvIndex': 8, 'uvIndexTime': 1451066400, 'temperatureMin': 17.91, 'temperatureMinTime': 1451034000, 'temperatureMax': 31.62, 'temperatureMaxTime': 1451066400, 'apparentTemperatureMin': 18.18, 'apparentTemperatureMinTime': 1451034000, 'apparentTemperatureMax': 32.35, 'apparentTemperatureMaxTime': 1451066400}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
359,33.4,0.38,20.21,0.52,partly-cloudy-day,rain,1009.1,Partly Cloudy,31.21,1451142000,9.0,,20.0,27.71,"[{'time': 1451098800, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1451119895, 'sunsetTime': 1451171970, 'moonPhase': 0.55, 'dewPoint': 19.52, 'humidity': 0.7, 'pressure': 1008.71, 'windSpeed': 19.08, 'windBearing': 12, 'uvIndex': 9, 'uvIndexTime': 1451142000, 'temperatureMin': 20.61, 'temperatureMinTime': 1451120400, 'temperatureMax': 32.41, 'temperatureMaxTime': 1451152800, 'apparentTemperatureMin': 21.2, 'apparentTemperatureMinTime': 1451120400, 'apparentTemperatureMax': 33.82, 'apparentTemperatureMaxTime': 1451152800}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
360,33.13,,19.8,0.51,clear-day,rain,1005.69,Clear,31.21,1451228400,,,0.0,22.34,"[{'time': 1451185200, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1451206332, 'sunsetTime': 1451258390, 'moonPhase': 0.59, 'dewPoint': 19.67, 'humidity': 0.69, 'pressure': 1005.09, 'windSpeed': 15.44, 'windBearing': 6, 'uvIndex': 3, 'uvIndexTime': 1451217600, 'temperatureMin': 19.31, 'temperatureMinTime': 1451206800, 'temperatureMax': 34.1, 'temperatureMaxTime': 1451250000, 'apparentTemperatureMin': 19.73, 'apparentTemperatureMinTime': 1451206800, 'apparentTemperatureMax': 37.19, 'apparentTemperatureMaxTime': 1451250000}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
361,35.81,0.88,20.6,0.48,cloudy,rain,1006.5,Overcast,33.02,1451314800,6.0,,0.0,24.13,"[{'time': 1451271600, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'partly-cloudy-day', 'sunriseTime': 1451292770, 'sunsetTime': 1451344809, 'moonPhase': 0.62, 'dewPoint': 20.28, 'humidity': 0.67, 'pressure': 1005.56, 'windSpeed': 17.36, 'windBearing': 20, 'cloudCover': 0.68, 'uvIndex': 6, 'uvIndexTime': 1451325600, 'temperatureMin': 20.61, 'temperatureMinTime': 1451293200, 'temperatureMax': 35.01, 'temperatureMaxTime': 1451325600, 'apparentTemperatureMin': 21.05, 'apparentTemperatureMinTime': 1451293200, 'apparentTemperatureMax': 38.57, 'apparentTemperatureMaxTime': 1451325600}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
362,33.71,0.88,18.8,0.45,cloudy,rain,1007.7,Overcast,32.31,1451401200,6.0,,,3.61,"[{'time': 1451358000, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1451379210, 'sunsetTime': 1451431226, 'moonPhase': 0.65, 'temperatureLow': 21.71, 'temperatureLowTime': 1451466000, 'apparentTemperatureLow': 22.45, 'apparentTemperatureLowTime': 1451466000, 'dewPoint': 20.49, 'humidity': 0.68, 'pressure': 1007.32, 'windSpeed': 8.47, 'uvIndex': 7, 'uvIndexTime': 1451412000, 'temperatureMin': 21.71, 'temperatureMinTime': 1451379600, 'temperatureMax': 34.61, 'temperatureMaxTime': 1451412000, 'apparentTemperatureMin': 22.26, 'apparentTemperatureMinTime': 1451379600, 'apparentTemperatureMax': 36.33, 'apparentTemperatureMaxTime': 1451412000}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
363,32.41,0.25,21.8,0.64,partly-cloudy-day,rain,1007.6,Partly Cloudy,29.42,1451487600,9.0,,140.0,14.78,"[{'time': 1451444400, 'summary': 'Partly cloudy throughout the day.', 'icon': 'partly-cloudy-day', 'sunriseTime': 1451465651, 'sunsetTime': 1451517642, 'moonPhase': 0.68, 'temperatureHigh': 32.81, 'temperatureHighTime': 1451498400, 'apparentTemperatureHigh': 35.48, 'apparentTemperatureHighTime': 1451498400, 'dewPoint': 20.19, 'humidity': 0.73, 'pressure': 1007.11, 'windSpeed': 10.58, 'windBearing': 138, 'cloudCover': 0.33, 'uvIndex': 9, 'uvIndexTime': 1451487600, 'temperatureMin': 21.71, 'temperatureMinTime': 1451466000, 'temperatureMax': 32.81, 'temperatureMaxTime': 1451498400, 'apparentTemperatureMin': 22.45, 'apparentTemperatureMinTime': 1451466000, 'apparentTemperatureMax': 35.48, 'apparentTemperatureMaxTime': 1451498400}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
364,29.41,0.75,17.6,0.51,partly-cloudy-day,rain,1009.91,Mostly Cloudy,28.7,1451574000,6.0,,50.0,20.54,"[{'time': 1451530800, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'partly-cloudy-day', 'sunriseTime': 1451552093, 'sunsetTime': 1451604055, 'moonPhase': 0.71, 'dewPoint': 19.21, 'humidity': 0.74, 'pressure': 1008.23, 'windSpeed': 16.69, 'windBearing': 70, 'cloudCover': 0.72, 'uvIndex': 6, 'uvIndexTime': 1451574000, 'temperatureMin': 20.41, 'temperatureMinTime': 1451617200, 'temperatureMax': 31.11, 'temperatureMaxTime': 1451584800, 'apparentTemperatureMin': 20.91, 'apparentTemperatureMinTime': 1451617200, 'apparentTemperatureMax': 32.95, 'apparentTemperatureMaxTime': 1451584800}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
365,29.93,0.38,18.9,0.55,partly-cloudy-day,rain,1010.8,Partly Cloudy,28.7,1451660400,9.0,,0.0,9.37,"[{'time': 1451617200, 'summary': 'Partly cloudy throughout the day.', 'icon': 'partly-cloudy-day', 'sunriseTime': 1451638537, 'sunsetTime': 1451690467, 'moonPhase': 0.74, 'dewPoint': 18.84, 'humidity': 0.73, 'pressure': 1009.78, 'windSpeed': 15.64, 'windBearing': 79, 'cloudCover': 0.49, 'uvIndex': 9, 'uvIndexTime': 1451660400, 'temperatureMin': 18.71, 'temperatureMinTime': 1451638800, 'temperatureMax': 30.52, 'temperatureMaxTime': 1451682000, 'apparentTemperatureMin': 19.04, 'apparentTemperatureMinTime': 1451638800, 'apparentTemperatureMax': 31.89, 'apparentTemperatureMaxTime': 1451682000}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
366,29.17,0.63,20.5,0.66,partly-cloudy-day,rain,1011.79,Mostly Cloudy,27.41,1451746800,7.0,,71.0,22.34,,-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
367,24.63,1.0,21.0,0.83,cloudy,rain,1011.71,Overcast,24.0,1451833200,5.0,,20.0,20.54,"[{'time': 1451790000, 'summary': 'Overcast throughout the day.', 'icon': 'partly-cloudy-day', 'sunriseTime': 1451811429, 'sunsetTime': 1451863285, 'moonPhase': 0.8, 'temperatureHigh': 26.3, 'temperatureHighTime': 1451854800, 'temperatureLow': 21.52, 'temperatureLowTime': 1451887200, 'apparentTemperatureHigh': 28.02, 'apparentTemperatureHighTime': 1451854800, 'apparentTemperatureLow': 22.16, 'apparentTemperatureLowTime': 1451887200, 'dewPoint': 20.19, 'humidity': 0.82, 'pressure': 1010.15, 'windSpeed': 20.41, 'windBearing': 43, 'cloudCover': 0.85, 'uvIndex': 5, 'uvIndexTime': 1451833200, 'temperatureMin': 20.21, 'temperatureMinTime': 1451811600, 'temperatureMax': 26.3, 'temperatureMaxTime': 1451854800, 'apparentTemperatureMin': 20.51, 'apparentTemperatureMinTime': 1451811600, 'apparentTemperatureMax': 28.02, 'apparentTemperatureMaxTime': 1451854800}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
368,21.91,1.0,20.6,0.96,cloudy,rain,1010.9,Overcast,21.21,1451919600,5.0,,341.0,9.37,"[{'time': 1451876400, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'partly-cloudy-day', 'sunriseTime': 1451897876, 'sunsetTime': 1451949691, 'moonPhase': 0.83, 'temperatureHigh': 22.91, 'temperatureHighTime': 1451941200, 'apparentTemperatureHigh': 23.61, 'apparentTemperatureHighTime': 1451941200, 'dewPoint': 20.6, 'humidity': 0.93, 'pressure': 1009.51, 'windSpeed': 9.59, 'windBearing': 41, 'cloudCover': 0.78, 'uvIndex': 5, 'uvIndexTime': 1451919600, 'temperatureMin': 20.21, 'temperatureMinTime': 1451962800, 'temperatureMax': 22.91, 'temperatureMaxTime': 1451941200, 'apparentTemperatureMin': 20.8, 'apparentTemperatureMinTime': 1451962800, 'apparentTemperatureMax': 23.61, 'apparentTemperatureMaxTime': 1451941200}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
