,currently.apparentTemperature,currently.cloudCover,currently.dewPoint,currently.humidity,currently.icon,currently.precipType,currently.pressure,currently.summary,currently.temperature,currently.time,currently.uvIndex,currently.visibility,currently.windBearing,currently.windSpeed,daily.data,latitude,longitude,offset,timezone
73,22.7,0.63,18.0,0.76,partly-cloudy-day,rain,1017.49,Mostly Cloudy,22.42,1426431600,5.0,,71.0,12.95,"[{'time': 1426388400, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1426413852, 'sunsetTime': 1426458235, 'moonPhase': 0.83, 'dewPoint': 16.37, 'humidity': 0.8, 'pressure': 1015.75, 'windSpeed': 10.16, 'windBearing': 114, 'uvIndex': 6, 'uvIndexTime': 1426442400, 'temperatureMin': 15.01, 'temperatureMinTime': 1426410000, 'temperatureMax': 26.11, 'temperatureMaxTime': 1426453200, 'apparentTemperatureMin': 15.01, 'apparentTemperatureMinTime': 1426410000, 'apparentTemperatureMax': 26.3, 'apparentTemperatureMaxTime': 1426453200}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
74,28.39,0.13,20.9,0.71,partly-cloudy-day,rain,1015.19,Partly Cloudy,26.7,1426518000,7.0,,50.0,22.34,"[{'time': 1426474800, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1426500299, 'sunsetTime': 1426544551, 'moonPhase': 0.87, 'dewPoint': 18.39, 'humidity': 0.79, 'pressure': 1014.01, 'windSpeed': 13, 'windBearing': 55, 'uvIndex': 7, 'uvIndexTime': 1426518000, 'temperatureMin': 16.81, 'temperatureMinTime': 1426496400, 'temperatureMax': 29.62, 'temperatureMaxTime': 1426539600, 'apparentTemperatureMin': 16.99, 'apparentTemperatureMinTime': 1426496400, 'apparentTemperatureMax': 31.09, 'apparentTemperatureMaxTime': 1426539600}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
75,34.87,0.13,21.21,0.53,partly-cloudy-day,rain,1015.82,Partly Cloudy,31.82,1426604400,7.0,,0.0,14.78,"[{'time': 1426561200, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1426586747, 'sunsetTime': 1426630868, 'moonPhase': 0.91, 'dewPoint': 20.23, 'humidity': 0.75, 'pressure': 1014.45, 'windSpeed': 10.08, 'windBearing': 34, 'uvIndex': 7, 'uvIndexTime': 1426604400, 'temperatureMin': 19.41, 'temperatureMinTime': 1426582800, 'temperatureMax': 33.22, 'temperatureMaxTime': 1426615200, 'apparentTemperatureMin': 19.76, 'apparentTemperatureMinTime': 1426582800, 'apparentTemperatureMax': 35.97, 'apparentTemperatureMaxTime': 1426615200}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
76,31.15,0.13,18.2,0.49,partly-cloudy-day,rain,1015.72,Partly Cloudy,30.22,1426690800,7.0,,20.0,25.9,"[{'time': 1426647600, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1426673194, 'sunsetTime': 1426717184, 'moonPhase': 0.95, 'dewPoint': 18.18, 'humidity': 0.69, 'pressure': 1014.59, 'windSpeed': 19.07, 'windBearing': 25, 'uvIndex': 7, 'uvIndexTime': 1426690800, 'temperatureMin': 20.01, 'temperatureMinTime': 1426669200, 'temperatureMax': 31.82, 'temperatureMaxTime': 1426701600, 'apparentTemperatureMin': 20.38, 'apparentTemperatureMinTime': 1426669200, 'apparentTemperatureMax': 32.31, 'apparentTemperatureMaxTime': 1426701600}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
77,29.37,0.25,17.5,0.51,partly-cloudy-day,rain,1014.61,Partly Cloudy,28.7,1426777200,6.0,,0.0,18.34,"[{'time': 1426734000, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1426759641, 'sunsetTime': 1426803500, 'moonPhase': 0.98, 'temperatureLow': 17.01, 'temperatureLowTime': 1426831200, 'apparentTemperatureLow': 17.1, 'apparentTemperatureLowTime': 1426831200, 'dewPoint': 16.15, 'humidity': 0.71, 'pressure': 1013, 'windSpeed': 15.55, 'windBearing': 23, 'uvIndex': 6, 'uvIndexTime': 1426777200, 'temperatureMin': 16.51, 'temperatureMinTime': 1426755600, 'temperatureMax': 31.02, 'temperatureMaxTime': 1426788000, 'apparentTemperatureMin': 16.59, 'apparentTemperatureMinTime': 1426755600, 'apparentTemperatureMax': 31.02, 'apparentTemperatureMaxTime': 1426788000}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
78,25.93,0.38,18.5,0.65,partly-cloudy-day,rain,1011.11,Partly Cloudy,25.62,1426863600,6.0,,270.0,20.54,"[{'time': 1426820400, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1426846088, 'sunsetTime': 1426889816, 'moonPhase': 0.02, 'temperatureHigh': 30.4, 'temperatureHighTime': 1426874400, 'apparentTemperatureHigh': 31.29, 'apparentTemperatureHighTime': 1426874400, 'dewPoint': 15.14, 'humidity': 0.7, 'pressure': 1011.97, 'windSpeed': 16.85, 'windBearing': 238, 'uvIndex': 6, 'uvIndexTime': 1426863600, 'temperatureMin': 15.21, 'temperatureMinTime': 1426906800, 'temperatureMax': 30.4, 'temperatureMaxTime': 1426874400, 'apparentTemperatureMin': 15.21, 'apparentTemperatureMinTime': 1426906800, 'apparentTemperatureMax': 31.29, 'apparentTemperatureMaxTime': 1426874400}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
79,18.01,0.13,5.9,0.45,partly-cloudy-day,rain,1023.01,Partly Cloudy,18.01,1426950000,6.0,,230.0,18.34,"[{'time': 1426906800, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1426932535, 'sunsetTime': 1426976132, 'moonPhase': 0.06, 'dewPoint': 5.82, 'humidity': 0.57, 'pressure': 1020.74, 'windSpeed': 17.44, 'windBearing': 189, 'uvIndex': 6, 'uvIndexTime': 1426950000, 'temperatureMin': 10, 'temperatureMinTime': 1426928400, 'temperatureMax': 20.21, 'temperatureMaxTime': 1426960800, 'apparentTemperatureMin': 10, 'apparentTemperatureMinTime': 1426928400, 'apparentTemperatureMax': 20.21, 'apparentTemperatureMaxTime': 1426960800}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
80,19.9,0.38,8.1,0.47,partly-cloudy-day,rain,1021.71,Partly Cloudy,19.9,1427036400,6.0,,90.0,12.95,"[{'time': 1426993200, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1427018982, 'sunsetTime': 1427062448, 'moonPhase': 0.1, 'dewPoint': 8.18, 'humidity': 0.65, 'pressure': 1020.58, 'windSpeed': 10.68, 'windBearing': 111, 'uvIndex': 6, 'uvIndexTime': 1427036400, 'temperatureMin': 10, 'temperatureMinTime': 1427014800, 'temperatureMax': 21.71, 'temperatureMaxTime': 1427047200, 'apparentTemperatureMin': 10, 'apparentTemperatureMinTime': 1427014800, 'apparentTemperatureMax': 21.71, 'apparentTemperatureMaxTime': 1427047200}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
81,21.11,0.88,11.1,0.53,cloudy,rain,1021.92,Overcast,21.11,1427122800,4.0,,50.0,16.56,"[{'time': 1427079600, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1427105428, 'sunsetTime': 1427148764, 'moonPhase': 0.14, 'dewPoint': 10.31, 'humidity': 0.67, 'pressure': 1020.79, 'windSpeed': 9.84, 'windBearing': 67, 'uvIndex': 4, 'uvIndexTime': 1427122800, 'temperatureMin': 10.81, 'temperatureMinTime': 1427090400, 'temperatureMax': 23.31, 'temperatureMaxTime': 1427133600, 'apparentTemperatureMin': 10.81, 'apparentTemperatureMinTime': 1427090400, 'apparentTemperatureMax': 23.31, 'apparentTemperatureMaxTime': 1427133600}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
82,18.41,0.88,14.3,0.77,cloudy,rain,1021.71,Overcast,18.41,1427209200,4.0,,0.0,9.37,"[{'time': 1427166000, 'summary': 'Overcast throughout the day.', 'icon': 'cloudy', 'sunriseTime': 1427191874, 'sunsetTime': 1427235080, 'moonPhase': 0.17, 'dewPoint': 13.63, 'humidity': 0.84, 'pressure': 1021.1, 'windSpeed': 7.2, 'windBearing': 6, 'cloudCover': 0.96, 'uvIndex': 4, 'uvIndexTime': 1427209200, 'temperatureMin': 14.41, 'temperatureMinTime': 1427252400, 'temperatureMax': 19.31, 'temperatureMaxTime': 1427220000, 'apparentTemperatureMin': 14.41, 'apparentTemperatureMinTime': 1427252400, 'apparentTemperatureMax': 19.31, 'apparentTemperatureMaxTime': 1427220000}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
83,18.41,0.88,14.7,0.79,cloudy,rain,1020.91,Overcast,18.41,1427295600,4.0,,230.0,18.34,"[{'time': 1427252400, 'summary': 'Overcast throughout the day.', 'icon': 'partly-cloudy-day', 'sunriseTime': 1427278321, 'sunsetTime': 1427321396, 'moonPhase': 0.21, 'dewPoint': 12.7, 'humidity': 0.82, 'pressure': 1020.61, 'windSpeed': 9.79, 'windBearing': 191, 'cloudCover': 0.87, 'uvIndex': 4, 'uvIndexTime': 1427295600, 'temperatureMin': 13.71, 'temperatureMinTime': 1427338800, 'temperatureMax': 21.01, 'temperatureMaxTime': 1427306400, 'apparentTemperatureMin': 13.71, 'apparentTemperatureMinTime': 1427338800, 'apparentTemperatureMax': 21.01, 'apparentTemperatureMaxTime': 1427306400}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
84,19.21,0.38,7.6,0.47,partly-cloudy-day,rain,1021.49,Partly Cloudy,19.21,1427382000,5.0,,161.0,14.78,"[{'time': 1427338800, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1427364767, 'sunsetTime': 1427407712, 'moonPhase': 0.24, 'dewPoint': 8.53, 'humidity': 0.7, 'pressure': 1020.39, 'windSpeed': 9.48, 'windBearing': 163, 'uvIndex': 5, 'uvIndexTime': 1427382000, 'temperatureMin': 9.81, 'temperatureMinTime': 1427360400, 'temperatureMax': 20.8, 'temperatureMaxTime': 1427392800, 'apparentTemperatureMin': 7.96, 'apparentTemperatureMinTime': 1427360400, 'apparentTemperatureMax': 20.8, 'apparentTemperatureMaxTime': 1427392800}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
85,21.71,0.38,8.1,0.42,partly-cloudy-day,rain,1021.92,Partly Cloudy,21.71,1427468400,5.0,,20.0,9.37,"[{'time': 1427425200, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1427451213, 'sunsetTime': 1427494028, 'moonPhase': 0.27, 'dewPoint': 8.79, 'humidity': 0.71, 'pressure': 1020.63, 'windSpeed': 6.36, 'windBearing': 38, 'uvIndex': 5, 'uvIndexTime': 1427468400, 'temperatureMin': 7.61, 'temperatureMinTime': 1427446800, 'temperatureMax': 23.21, 'temperatureMaxTime': 1427479200, 'apparentTemperatureMin': 6.92, 'apparentTemperatureMinTime': 1427446800, 'apparentTemperatureMax': 23.21, 'apparentTemperatureMaxTime': 1427479200}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
86,23.21,,10.3,0.44,clear-day,rain,1020.91,Clear,23.21,1427554800,,,0.0,20.54,"[{'time': 1427511600, 'summary': 'Clear throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1427537659, 'sunsetTime': 1427580344, 'moonPhase': 0.3, 'dewPoint': 10.21, 'humidity': 0.7, 'pressure': 1019.34, 'windSpeed': 8.64, 'windBearing': 4, 'uvIndex': 0, 'uvIndexTime': 1427511600, 'temperatureMin': 9.01, 'temperatureMinTime': 1427533200, 'temperatureMax': 25.9, 'temperatureMaxTime': 1427565600, 'apparentTemperatureMin': 7.96, 'apparentTemperatureMinTime': 1427533200, 'apparentTemperatureMax': 25.9, 'apparentTemperatureMaxTime': 1427565600}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
87,25.21,,13.0,0.47,clear-day,rain,1015.72,Clear,25.21,1427641200,,,290.0,7.54,"[{'time': 1427598000, 'summary': 'Clear throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1427624105, 'sunsetTime': 1427666661, 'moonPhase': 0.33, 'dewPoint': 11.65, 'humidity': 0.69, 'pressure': 1014.47, 'windSpeed': 8.16, 'windBearing': 6, 'uvIndex': 0, 'uvIndexTime': 1427598000, 'temperatureMin': 10.61, 'temperatureMinTime': 1427619600, 'temperatureMax': 27.8, 'temperatureMaxTime': 1427652000, 'apparentTemperatureMin': 10.61, 'apparentTemperatureMinTime': 1427619600, 'apparentTemperatureMax': 27.8, 'apparentTemperatureMaxTime': 1427652000}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
88,24.4,0.88,13.6,0.51,cloudy,rain,1013.09,Overcast,24.4,1427727600,4.0,,200.0,12.95,"[{'time': 1427684400, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1427710550, 'sunsetTime': 1427752977, 'moonPhase': 0.36, 'dewPoint': 11.91, 'humidity': 0.68, 'pressure': 1012.72, 'windSpeed': 11.52, 'windBearing': 230, 'uvIndex': 4, 'uvIndexTime': 1427727600, 'temperatureMin': 12.91, 'temperatureMinTime': 1427706000, 'temperatureMax': 26.21, 'temperatureMaxTime': 1427738400, 'apparentTemperatureMin': 12.91, 'apparentTemperatureMinTime': 1427706000, 'apparentTemperatureMax': 26.21, 'apparentTemperatureMaxTime': 1427738400}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
89,22.61,,11.7,0.5,clear-day,rain,1017.49,Clear,22.61,1427814000,,,230.0,11.16,"[{'time': 1427770800, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1427796996, 'sunsetTime': 1427839294, 'moonPhase': 0.39, 'dewPoint': 10.7, 'humidity': 0.7, 'pressure': 1016.08, 'windSpeed': 8.64, 'windBearing': 236, 'uvIndex': 5, 'uvIndexTime': 1427824800, 'temperatureMin': 11.81, 'temperatureMinTime': 1427792400, 'temperatureMax': 25.9, 'temperatureMaxTime': 1427824800, 'apparentTemperatureMin': 11.81, 'apparentTemperatureMinTime': 1427792400, 'apparentTemperatureMax': 25.9, 'apparentTemperatureMaxTime': 1427824800}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
90,26.5,,10.5,0.37,clear-day,rain,1014.39,Clear,26.5,1427900400,,,341.0,27.71,"[{'time': 1427857200, 'summary': 'Clear throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1427883442, 'sunsetTime': 1427925612, 'moonPhase': 0.42, 'dewPoint': 9.16, 'humidity': 0.6, 'pressure': 1013.94, 'windSpeed': 15.52, 'windBearing': 343, 'uvIndex': 0, 'uvIndexTime': 1427857200, 'temperatureMin': 9.11, 'temperatureMinTime': 1427878800, 'temperatureMax': 29.92, 'temperatureMaxTime': 1427911200, 'apparentTemperatureMin': 8.64, 'apparentTemperatureMinTime': 1427878800, 'apparentTemperatureMax': 29.92, 'apparentTemperatureMaxTime': 1427911200}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
91,28.02,,13.8,0.42,clear-day,rain,1012.91,Clear,28.02,1427986800,,,320.0,24.13,"[{'time': 1427943600, 'summary': 'Clear throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1427969888, 'sunsetTime': 1428011929, 'moonPhase': 0.45, 'dewPoint': 12.94, 'humidity': 0.64, 'pressure': 1011.23, 'windSpeed': 18.48, 'windBearing': 350, 'uvIndex': 0, 'uvIndexTime': 1428008400, 'temperatureMin': 13.21, 'temperatureMinTime': 1427965200, 'temperatureMax': 31.02, 'temperatureMaxTime': 1427997600, 'apparentTemperatureMin': 13.21, 'apparentTemperatureMinTime': 1427965200, 'apparentTemperatureMax': 31.02, 'apparentTemperatureMaxTime': 1427997600}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
92,29.37,0.13,17.2,0.49,partly-cloudy-day,rain,1009.01,Partly Cloudy,28.82,1428073200,5.0,,270.0,29.54,"[{'time': 1428030000, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1428056334, 'sunsetTime': 1428098247, 'moonPhase': 0.48, 'dewPoint': 15.69, 'humidity': 0.65, 'pressure': 1008.17, 'windSpeed': 17.04, 'windBearing': 291, 'uvIndex': 5, 'uvIndexTime': 1428073200, 'temperatureMin': 16.61, 'temperatureMinTime': 1428051600, 'temperatureMax': 32.01, 'temperatureMaxTime': 1428084000, 'apparentTemperatureMin': 16.7, 'apparentTemperatureMinTime': 1428051600, 'apparentTemperatureMax': 32.47, 'apparentTemperatureMaxTime': 1428084000}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
93,23.4,0.88,15.1,0.6,cloudy,rain,1009.7,Overcast,23.4,1428159600,4.0,,140.0,12.95,"[{'time': 1428116400, 'summary': 'Overcast throughout the day.', 'icon': 'partly-cloudy-day', 'sunriseTime': 1428142779, 'sunsetTime': 1428184565, 'moonPhase': 0.52, 'dewPoint': 13.67, 'humidity': 0.62, 'pressure': 1009.3, 'windSpeed': 13.84, 'windBearing': 126, 'cloudCover': 0.83, 'uvIndex': 4, 'uvIndexTime': 1428159600, 'temperatureMin': 15.61, 'temperatureMinTime': 1428138000, 'temperatureMax': 28.02, 'temperatureMaxTime': 1428170400, 'apparentTemperatureMin': 15.61, 'apparentTemperatureMinTime': 1428138000, 'apparentTemperatureMax': 28.25, 'apparentTemperatureMaxTime': 1428170400}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
94,23.4,,11.9,0.48,clear-day,rain,1018.12,Clear,23.4,1428246000,,,140.0,24.13,"[{'time': 1428202800, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1428229225, 'sunsetTime': 1428270884, 'moonPhase': 0.55, 'dewPoint': 8.99, 'humidity': 0.54, 'pressure': 1016.78, 'windSpeed': 16.65, 'windBearing': 147, 'uvIndex': 4, 'uvIndexTime': 1428256800, 'temperatureMin': 14.41, 'temperatureMinTime': 1428289200, 'temperatureMax': 25.41, 'temperatureMaxTime': 1428256800, 'apparentTemperatureMin': 14.41, 'apparentTemperatureMinTime': 1428289200, 'apparentTemperatureMax': 25.41, 'apparentTemperatureMaxTime': 1428256800}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
95,18.51,,5.3,0.42,clear-day,rain,1023.82,Clear,18.51,1428332400,,,50.0,12.95,"[{'time': 1428289200, 'summary': 'Clear throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1428315671, 'sunsetTime': 1428357203, 'moonPhase': 0.58, 'dewPoint': 5.52, 'humidity': 0.58, 'pressure': 1022.06, 'windSpeed': 12.11, 'windBearing': 103, 'uvIndex': 1, 'uvIndexTime': 1428321600, 'temperatureMin': 8.71, 'temperatureMinTime': 1428310800, 'temperatureMax': 21.31, 'temperatureMaxTime': 1428343200, 'apparentTemperatureMin': 6.62, 'apparentTemperatureMinTime': 1428310800, 'apparentTemperatureMax': 21.31, 'apparentTemperatureMaxTime': 1428343200}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
96,22.02,0.75,9.31,0.44,partly-cloudy-day,rain,1017.1,Mostly Cloudy,22.02,1428418800,4.0,,20.0,22.34,"[{'time': 1428375600, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1428402117, 'sunsetTime': 1428443523, 'moonPhase': 0.61, 'dewPoint': 9.41, 'humidity': 0.66, 'pressure': 1016.61, 'windSpeed': 14.81, 'windBearing': 44, 'uvIndex': 4, 'uvIndexTime': 1428418800, 'temperatureMin': 9.81, 'temperatureMinTime': 1428397200, 'temperatureMax': 25.01, 'temperatureMaxTime': 1428429600, 'apparentTemperatureMin': 8.22, 'apparentTemperatureMinTime': 1428397200, 'apparentTemperatureMax': 25.01, 'apparentTemperatureMaxTime': 1428429600}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
97,25.21,0.13,10.99,0.41,partly-cloudy-day,rain,1014.8,Partly Cloudy,25.21,1428505200,5.0,,0.0,29.54,"[{'time': 1428462000, 'summary': 'Partly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1428488563, 'sunsetTime': 1428529843, 'moonPhase': 0.64, 'dewPoint': 11.03, 'humidity': 0.62, 'pressure': 1014.26, 'windSpeed': 16.24, 'windBearing': 20, 'uvIndex': 5, 'uvIndexTime': 1428505200, 'temperatureMin': 14.21, 'temperatureMinTime': 1428483600, 'temperatureMax': 27.41, 'temperatureMaxTime': 1428516000, 'apparentTemperatureMin': 14.21, 'apparentTemperatureMinTime': 1428483600, 'apparentTemperatureMax': 27.41, 'apparentTemperatureMaxTime': 1428516000}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
98,27.8,0.5,11.2,0.36,partly-cloudy-day,rain,1016.6,Mostly Cloudy,27.8,1428591600,4.0,,0.0,9.37,"[{'time': 1428548400, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1428575009, 'sunsetTime': 1428616164, 'moonPhase': 0.67, 'dewPoint': 10, 'humidity': 0.6, 'pressure': 1015.36, 'windSpeed': 10.32, 'windBearing': 15, 'uvIndex': 4, 'uvIndexTime': 1428591600, 'temperatureMin': 12.21, 'temperatureMinTime': 1428570000, 'temperatureMax': 29.02, 'temperatureMaxTime': 1428602400, 'apparentTemperatureMin': 12.21, 'apparentTemperatureMinTime': 1428570000, 'apparentTemperatureMax': 29.02, 'apparentTemperatureMaxTime': 1428602400}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
99,28.93,0.5,18.1,0.55,partly-cloudy-day,rain,1016.99,Mostly Cloudy,28.02,1428678000,4.0,,290.0,7.54,"[{'time': 1428634800, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1428661455, 'sunsetTime': 1428702485, 'moonPhase': 0.71, 'dewPoint': 15.73, 'humidity': 0.76, 'pressure': 1016.2, 'windSpeed': 8.88, 'windBearing': 57, 'uvIndex': 4, 'uvIndexTime': 1428678000, 'temperatureMin': 13.41, 'temperatureMinTime': 1428656400, 'temperatureMax': 28.02, 'temperatureMaxTime': 1428678000, 'apparentTemperatureMin': 13.41, 'apparentTemperatureMinTime': 1428656400, 'apparentTemperatureMax': 28.93, 'apparentTemperatureMaxTime': 1428678000}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
100,23.54,0.5,18.5,0.75,partly-cloudy-day,rain,1018.3,Mostly Cloudy,23.21,1428764400,4.0,,50.0,25.9,"[{'time': 1428721200, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'partly-cloudy-day', 'sunriseTime': 1428747902, 'sunsetTime': 1428788807, 'moonPhase': 0.74, 'dewPoint': 16.87, 'humidity': 0.83, 'pressure': 1017.52, 'windSpeed': 16.84, 'windBearing': 94, 'cloudCover': 0.72, 'uvIndex': 4, 'uvIndexTime': 1428764400, 'temperatureMin': 17.01, 'temperatureMinTime': 1428807600, 'temperatureMax': 23.4, 'temperatureMaxTime': 1428775200, 'apparentTemperatureMin': 17.01, 'apparentTemperatureMinTime': 1428807600, 'apparentTemperatureMax': 23.67, 'apparentTemperatureMaxTime': 1428775200}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
101,22.53,0.75,16.6,0.7,partly-cloudy-day,rain,1016.71,Mostly Cloudy,22.42,1428850800,4.0,,20.0,24.13,,-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
102,29.62,0.25,15.3,0.42,partly-cloudy-day,rain,1012.29,Partly Cloudy,29.62,1428937200,5.0,,0.0,37.08,,-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
103,23.46,0.75,17.8,0.72,partly-cloudy-day,rain,1013.89,Mostly Cloudy,23.21,1429023600,4.0,,140.0,14.78,"[{'time': 1428980400, 'summary': 'Mostly cloudy throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1429007241, 'sunsetTime': 1429047776, 'moonPhase': 0.85, 'temperatureLow': 17.91, 'temperatureLowTime': 1429088400, 'apparentTemperatureLow': 18.24, 'apparentTemperatureLowTime': 1429088400, 'uvIndex': 4, 'uvIndexTime': 1429023600}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
104,22.75,0.88,16.8,0.7,cloudy,rain,1015.99,Overcast,22.61,1429110000,3.0,,90.0,22.34,"[{'time': 1429066800, 'summary': 'Overcast throughout the day.', 'icon': 'cloudy', 'sunriseTime': 1429093687, 'sunsetTime': 1429134100, 'moonPhase': 0.89, 'temperatureHigh': 23.6, 'temperatureHighTime': 1429120800, 'apparentTemperatureHigh': 23.82, 'apparentTemperatureHighTime': 1429120800, 'dewPoint': 17.04, 'humidity': 0.88, 'windSpeed': 17.01, 'windBearing': 98, 'cloudCover': 0.93, 'uvIndex': 3, 'uvIndexTime': 1429110000, 'temperatureMin': 17.61, 'temperatureMinTime': 1429153200, 'temperatureMax': 23.6, 'temperatureMaxTime': 1429120800, 'apparentTemperatureMin': 17.87, 'apparentTemperatureMinTime': 1429153200, 'apparentTemperatureMax': 23.82, 'apparentTemperatureMaxTime': 1429120800}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
105,22.21,0.5,17.2,0.74,partly-cloudy-day,rain,1013.59,Windy and Mostly Cloudy,22.02,1429196400,4.0,,50.0,48.25,"[{'time': 1429153200, 'summary': 'Windy in the afternoon.', 'icon': 'cloudy', 'sunriseTime': 1429180134, 'sunsetTime': 1429220425, 'moonPhase': 0.93, 'dewPoint': 16.4, 'humidity': 0.86, 'pressure': 1013.34, 'windSpeed': 26.12, 'windBearing': 55, 'cloudCover': 0.92, 'uvIndex': 4, 'uvIndexTime': 1429196400, 'temperatureMin': 16.01, 'temperatureMinTime': 1429239600, 'temperatureMax': 24.4, 'temperatureMaxTime': 1429207200, 'apparentTemperatureMin': 16.11, 'apparentTemperatureMinTime': 1429239600, 'apparentTemperatureMax': 24.48, 'apparentTemperatureMaxTime': 1429207200}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
106,17.91,0.13,5.59,0.44,partly-cloudy-day,rain,1015.09,Partly Cloudy,17.91,1429282800,4.0,,270.0,33.47,"[{'time': 1429239600, 'summary': 'Clear throughout the day.', 'icon': 'clear-day', 'sunriseTime': 1429266581, 'sunsetTime': 1429306751, 'moonPhase': 0.97, 'dewPoint': 8.83, 'humidity': 0.69, 'pressure': 1012.98, 'windSpeed': 19.32, 'windBearing': 270, 'uvIndex': 4, 'uvIndexTime': 1429282800, 'temperatureMin': 10.9, 'temperatureMinTime': 1429326000, 'temperatureMax': 20.01, 'temperatureMaxTime': 1429293600, 'apparentTemperatureMin': 10.9, 'apparentTemperatureMinTime': 1429326000, 'apparentTemperatureMax': 20.01, 'apparentTemperatureMaxTime': 1429293600}]",-34.5934,-60.9462,-3,America/Argentina/Buenos_Aires
